SOME_annotation.fasta	GCF_000836945.1_ViralProj14044_genomic.fna.gz	0.0339141	0	325/1000
SOME_annotation.fasta	GCF_000870165.1_ViralProj17997_genomic.fna.gz	0.0335842	0	328/1000
SOME_annotation.fasta	GCF_000881275.1_ViralProj37819_genomic.fna.gz	0.0335842	0	328/1000
SOME_annotation.fasta	GCF_000884775.1_ViralProj37825_genomic.fna.gz	0.0293293	0	370/1000
SOME_annotation.fasta	GCF_000892655.1_ViralProj66347_genomic.fna.gz	0.0329357	0	334/1000
SOME_annotation.fasta	GCF_000899615.1_ViralProj179415_genomic.fna.gz	0.0339141	0	325/1000
SOME_annotation.fasta	GCF_000900835.1_ViralProj181232_genomic.fna.gz	0.0314775	0	348/1000
SOME_annotation.fasta	GCF_000902495.1_ViralProj181233_genomic.fna.gz	0.0374354	0	295/1000
SOME_annotation.fasta	GCF_000918255.1_ViralProj248462_genomic.fna.gz	0.0310744	0	352/1000
SOME_annotation.fasta	GCF_000925055.1_ViralProj266786_genomic.fna.gz	0.0326168	0	337/1000
SOME_annotation.fasta	GCF_001042055.1_ViralProj287951_genomic.fna.gz	0.0222766	0	456/1000
SOME_annotation.fasta	GCF_001042115.1_ViralProj287964_genomic.fna.gz	0.0338037	0	326/1000
SOME_annotation.fasta	GCF_001310115.1_ViralProj298081_genomic.fna.gz	0.0316813	0	346/1000
SOME_annotation.fasta	GCF_001447045.1_ViralProj302552_genomic.fna.gz	0.0238299	0	435/1000
SOME_annotation.fasta	GCF_001501495.1_ViralProj307799_genomic.fna.gz	0.0224204	0	454/1000
SOME_annotation.fasta	GCF_001502875.1_ViralProj307797_genomic.fna.gz	0.0224204	0	454/1000
SOME_annotation.fasta	GCF_001743555.1_ViralProj343548_genomic.fna.gz	0.0314775	0	348/1000
SOME_annotation.fasta	GCF_001743935.1_ViralProj344169_genomic.fna.gz	0.0362143	0	305/1000
SOME_annotation.fasta	GCF_001744235.1_ViralProj344086_genomic.fna.gz	0.0297077	0	366/1000
SOME_annotation.fasta	GCF_001745335.1_ViralProj344185_genomic.fna.gz	0.0255655	0	413/1000
SOME_annotation.fasta	GCF_001745995.1_ViralProj344184_genomic.fna.gz	0.035505	0	311/1000
