Geo_ANNOTATION.fasta	GCF_000836945.1_ViralProj14044_genomic.fna.gz	0.0350415	0	315/1000
Geo_ANNOTATION.fasta	GCF_000870165.1_ViralProj17997_genomic.fna.gz	0.0363341	0	304/1000
Geo_ANNOTATION.fasta	GCF_000881275.1_ViralProj37819_genomic.fna.gz	0.0364545	0	303/1000
Geo_ANNOTATION.fasta	GCF_000884775.1_ViralProj37825_genomic.fna.gz	0.0357395	0	309/1000
Geo_ANNOTATION.fasta	GCF_000892655.1_ViralProj66347_genomic.fna.gz	0.030875	0	354/1000
Geo_ANNOTATION.fasta	GCF_000899615.1_ViralProj179415_genomic.fna.gz	0.032829	0	335/1000
Geo_ANNOTATION.fasta	GCF_000900835.1_ViralProj181232_genomic.fna.gz	0.0342477	0	322/1000
Geo_ANNOTATION.fasta	GCF_000902495.1_ViralProj181233_genomic.fna.gz	0.0335842	0	328/1000
Geo_ANNOTATION.fasta	GCF_000918255.1_ViralProj248462_genomic.fna.gz	0.0341361	0	323/1000
Geo_ANNOTATION.fasta	GCF_000925055.1_ViralProj266786_genomic.fna.gz	0.0330427	0	333/1000
Geo_ANNOTATION.fasta	GCF_000930595.1_ViralProj269769_genomic.fna.gz	0.0394988	0	279/1000
Geo_ANNOTATION.fasta	GCF_001041535.1_ViralProj287994_genomic.fna.gz	0.0368186	0	300/1000
Geo_ANNOTATION.fasta	GCF_001042055.1_ViralProj287951_genomic.fna.gz	0.0275126	0	390/1000
Geo_ANNOTATION.fasta	GCF_001042115.1_ViralProj287964_genomic.fna.gz	0.0345853	0	319/1000
Geo_ANNOTATION.fasta	GCF_001310115.1_ViralProj298081_genomic.fna.gz	0.0348125	0	317/1000
Geo_ANNOTATION.fasta	GCF_001447045.1_ViralProj302552_genomic.fna.gz	0.017653	0	527/1000
Geo_ANNOTATION.fasta	GCF_001501495.1_ViralProj307799_genomic.fna.gz	0.0258115	0	410/1000
Geo_ANNOTATION.fasta	GCF_001502875.1_ViralProj307797_genomic.fna.gz	0.0257292	0	411/1000
Geo_ANNOTATION.fasta	GCF_001743555.1_ViralProj343548_genomic.fna.gz	0.0332581	0	331/1000
Geo_ANNOTATION.fasta	GCF_001743935.1_ViralProj344169_genomic.fna.gz	0.037311	0	296/1000
Geo_ANNOTATION.fasta	GCF_001744235.1_ViralProj344086_genomic.fna.gz	0.0302852	0	360/1000
Geo_ANNOTATION.fasta	GCF_001745335.1_ViralProj344185_genomic.fna.gz	0.0276006	0	389/1000
Geo_ANNOTATION.fasta	GCF_001745795.1_ViralProj344138_genomic.fna.gz	0.0359759	0	307/1000
Geo_ANNOTATION.fasta	GCF_001745995.1_ViralProj344184_genomic.fna.gz	0.0376857	0	293/1000
