NR1.fasta	GCF_000836945.1_ViralProj14044_genomic.fna.gz	0.0350415	0	315/1000
NR1.fasta	GCF_000870165.1_ViralProj17997_genomic.fna.gz	0.0349268	0	316/1000
NR1.fasta	GCF_000881275.1_ViralProj37819_genomic.fna.gz	0.0339141	0	325/1000
NR1.fasta	GCF_000884775.1_ViralProj37825_genomic.fna.gz	0.0329357	0	334/1000
NR1.fasta	GCF_000892655.1_ViralProj66347_genomic.fna.gz	0.0305785	0	357/1000
NR1.fasta	GCF_000899615.1_ViralProj179415_genomic.fna.gz	0.0362143	0	305/1000
NR1.fasta	GCF_000900835.1_ViralProj181232_genomic.fna.gz	0.0331502	0	332/1000
NR1.fasta	GCF_000902495.1_ViralProj181233_genomic.fna.gz	0.0359759	0	307/1000
NR1.fasta	GCF_000918255.1_ViralProj248462_genomic.fna.gz	0.0325113	0	338/1000
NR1.fasta	GCF_000925055.1_ViralProj266786_genomic.fna.gz	0.0352724	0	313/1000
NR1.fasta	GCF_001041535.1_ViralProj287994_genomic.fna.gz	0.0383209	0	288/1000
NR1.fasta	GCF_001042055.1_ViralProj287951_genomic.fna.gz	0.0267335	0	399/1000
NR1.fasta	GCF_001042115.1_ViralProj287964_genomic.fna.gz	0.0357395	0	309/1000
NR1.fasta	GCF_001310115.1_ViralProj298081_genomic.fna.gz	0.0317837	0	345/1000
NR1.fasta	GCF_001447045.1_ViralProj302552_genomic.fna.gz	0.0257292	0	411/1000
NR1.fasta	GCF_001501495.1_ViralProj307799_genomic.fna.gz	0.0241368	0	431/1000
NR1.fasta	GCF_001502875.1_ViralProj307797_genomic.fna.gz	0.0227107	0	450/1000
NR1.fasta	GCF_001743555.1_ViralProj343548_genomic.fna.gz	0.035622	0	310/1000
NR1.fasta	GCF_001743935.1_ViralProj344169_genomic.fna.gz	0.0324062	0	339/1000
NR1.fasta	GCF_001744235.1_ViralProj344086_genomic.fna.gz	0.0298988	0	364/1000
NR1.fasta	GCF_001745335.1_ViralProj344185_genomic.fna.gz	0.025894	0	409/1000
NR1.fasta	GCF_001745795.1_ViralProj344138_genomic.fna.gz	0.0394988	0	279/1000
NR1.fasta	GCF_001745995.1_ViralProj344184_genomic.fna.gz	0.037311	0	296/1000
