CP_ANNOTATION.fasta	GCF_000836945.1_ViralProj14044_genomic.fna.gz	0.0374354	0	295/1000
CP_ANNOTATION.fasta	GCF_000870165.1_ViralProj17997_genomic.fna.gz	0.0325113	0	338/1000
CP_ANNOTATION.fasta	GCF_000881275.1_ViralProj37819_genomic.fna.gz	0.0293293	0	370/1000
CP_ANNOTATION.fasta	GCF_000884775.1_ViralProj37825_genomic.fna.gz	0.0304804	0	358/1000
CP_ANNOTATION.fasta	GCF_000892655.1_ViralProj66347_genomic.fna.gz	0.035622	0	310/1000
CP_ANNOTATION.fasta	GCF_000899615.1_ViralProj179415_genomic.fna.gz	0.0326168	0	337/1000
CP_ANNOTATION.fasta	GCF_000900835.1_ViralProj181232_genomic.fna.gz	0.0279555	0	385/1000
CP_ANNOTATION.fasta	GCF_000918255.1_ViralProj248462_genomic.fna.gz	0.0265635	0	401/1000
CP_ANNOTATION.fasta	GCF_000925055.1_ViralProj266786_genomic.fna.gz	0.030677	0	356/1000
CP_ANNOTATION.fasta	GCF_001041535.1_ViralProj287994_genomic.fna.gz	0.0374354	0	295/1000
CP_ANNOTATION.fasta	GCF_001042055.1_ViralProj287951_genomic.fna.gz	0.025894	0	409/1000
CP_ANNOTATION.fasta	GCF_001042115.1_ViralProj287964_genomic.fna.gz	0.0364545	0	303/1000
CP_ANNOTATION.fasta	GCF_001310115.1_ViralProj298081_genomic.fna.gz	0.0284057	0	380/1000
CP_ANNOTATION.fasta	GCF_001447045.1_ViralProj302552_genomic.fna.gz	0.0280449	0	384/1000
CP_ANNOTATION.fasta	GCF_001501495.1_ViralProj307799_genomic.fna.gz	0.0260597	0	407/1000
CP_ANNOTATION.fasta	GCF_001502875.1_ViralProj307797_genomic.fna.gz	0.0250805	0	419/1000
CP_ANNOTATION.fasta	GCF_001743555.1_ViralProj343548_genomic.fna.gz	0.0305785	0	357/1000
CP_ANNOTATION.fasta	GCF_001743935.1_ViralProj344169_genomic.fna.gz	0.0341361	0	323/1000
CP_ANNOTATION.fasta	GCF_001744235.1_ViralProj344086_genomic.fna.gz	0.0312752	0	350/1000
CP_ANNOTATION.fasta	GCF_001745335.1_ViralProj344185_genomic.fna.gz	0.026819	0	398/1000
CP_ANNOTATION.fasta	GCF_001745795.1_ViralProj344138_genomic.fna.gz	0.035505	0	311/1000
CP_ANNOTATION.fasta	GCF_001745995.1_ViralProj344184_genomic.fna.gz	0.0319897	0	343/1000
