EL_ANNOTATION.fasta	GCF_000836945.1_ViralProj14044_genomic.fna.gz	0.0368186	0	300/1000
EL_ANNOTATION.fasta	GCF_000870165.1_ViralProj17997_genomic.fna.gz	0.0352724	0	313/1000
EL_ANNOTATION.fasta	GCF_000881275.1_ViralProj37819_genomic.fna.gz	0.035622	0	310/1000
EL_ANNOTATION.fasta	GCF_000884775.1_ViralProj37825_genomic.fna.gz	0.030677	0	356/1000
EL_ANNOTATION.fasta	GCF_000892655.1_ViralProj66347_genomic.fna.gz	0.0326168	0	337/1000
EL_ANNOTATION.fasta	GCF_000899615.1_ViralProj179415_genomic.fna.gz	0.0341361	0	323/1000
EL_ANNOTATION.fasta	GCF_000900835.1_ViralProj181232_genomic.fna.gz	0.0333664	0	330/1000
EL_ANNOTATION.fasta	GCF_000902495.1_ViralProj181233_genomic.fna.gz	0.0350415	0	315/1000
EL_ANNOTATION.fasta	GCF_000918255.1_ViralProj248462_genomic.fna.gz	0.0316813	0	346/1000
EL_ANNOTATION.fasta	GCF_000925055.1_ViralProj266786_genomic.fna.gz	0.0327227	0	336/1000
EL_ANNOTATION.fasta	GCF_001041535.1_ViralProj287994_genomic.fna.gz	0.0370638	0	298/1000
EL_ANNOTATION.fasta	GCF_001042055.1_ViralProj287951_genomic.fna.gz	0.0253218	0	416/1000
EL_ANNOTATION.fasta	GCF_001042115.1_ViralProj287964_genomic.fna.gz	0.0343598	0	321/1000
EL_ANNOTATION.fasta	GCF_001310115.1_ViralProj298081_genomic.fna.gz	0.0332581	0	331/1000
EL_ANNOTATION.fasta	GCF_001447045.1_ViralProj302552_genomic.fna.gz	0.0166683	0	544/1000
EL_ANNOTATION.fasta	GCF_001501495.1_ViralProj307799_genomic.fna.gz	0.0217795	0	463/1000
EL_ANNOTATION.fasta	GCF_001502875.1_ViralProj307797_genomic.fna.gz	0.0238299	0	435/1000
EL_ANNOTATION.fasta	GCF_001743555.1_ViralProj343548_genomic.fna.gz	0.0345853	0	319/1000
EL_ANNOTATION.fasta	GCF_001743935.1_ViralProj344169_genomic.fna.gz	0.0336937	0	327/1000
EL_ANNOTATION.fasta	GCF_001744235.1_ViralProj344086_genomic.fna.gz	0.0280449	0	384/1000
EL_ANNOTATION.fasta	GCF_001745335.1_ViralProj344185_genomic.fna.gz	0.0255655	0	413/1000
EL_ANNOTATION.fasta	GCF_001745795.1_ViralProj344138_genomic.fna.gz	0.0362143	0	305/1000
EL_ANNOTATION.fasta	GCF_001745995.1_ViralProj344184_genomic.fna.gz	0.0376857	0	293/1000
